dex_number	internal_id	species_name	form_name	form_type	lineage_id	evo_stage	form_key	sprite_key	evolves_from	evolves_into	evo_method_id	evo_method_text	evo_param	evo_param_item	evo_item_obtainable	type_1	type_2	hp	atk	def	spa	spd	spe	bst	ability_1	ability_2	ability_hidden	levelup_moves	tm_moves	tutor_moves	egg_moves	egg_groups	held_items	availability	earliest_gate	earliest_gate_name	earliest_level	earliest_gate_basis	is_starter	starter_reobtainable	wild_obtainable	one_time_only	missable	source_record	confidence	notes
944	1345	Shroodle	NONE	base	1345	1	Shroodle	1345	NONE	Grafaiai	4	at Level 27	27	NA	NA	Poison	Normal	40	65	35	40	35	75	290	Prankster	Unburden	Poison Touch	Leer:1,Scratch:1,Acid Spray:4,Bite:7,Fury Swipes:9,Switcheroo:11,Poison Fang:14,Flatter:18,Slash:21,U-turn:25,Poison Jab:27,Taunt:31,Substitute:36,Knock Off:40,Gunk Shot:45	5:Toxic,9:Hidden Power,11:Taunt,16:Protect,26:Return,27:Dig,35:Sludge Bomb,41:Facade,43:Rest,45:Thief,62:Venoshock,74:Knock Off,81:Sleep Talk,83:Poison Jab,88:U-turn,89:Gunk Shot,105:Acrobatics	41:Foul Play,53:Swords Dance,74:Substitute,76:Nasty Plot,99:Sunny Day,114:Trailblaze,123:Rain Dance	Copycat,Cross Poison,Super Fang,Swagger,Toxic,Parting Shot	Field,Field	NONE	Route 3:wild-night:1:10-12:6|Route 3:wild-night:1:10-12:7|Route 24:raid1:2:NA:NA	1	Archer-1	10	direct	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[1345]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
945	1346	Grafaiai	NONE	base	1345	2	Grafaiai	1346	Shroodle	NONE	NONE	NONE	NONE	NONE	NA	Poison	Normal	63	95	65	80	72	110	485	Prankster	Unburden	Poison Touch	Leer:1,Scratch:1,Acid Spray:4,Bite:7,Fury Swipes:9,Switcheroo:11,Poison Fang:14,Flatter:18,Slash:21,U-turn:25,Poison Jab:27,Taunt:33,Parting Shot:37,Substitute:40,Knock Off:45,Gunk Shot:50,Double-Edge:54,Encore:70,Sketch:82	5:Toxic,9:Hidden Power,11:Taunt,16:Protect,26:Return,27:Dig,35:Sludge Bomb,39:Low Kick,41:Facade,43:Rest,45:Thief,62:Venoshock,64:Shadow Claw,74:Knock Off,77:Low Sweep,80:X-Scissor,81:Sleep Talk,83:Poison Jab,88:U-turn,89:Gunk Shot,105:Acrobatics	41:Foul Play,53:Swords Dance,74:Substitute,76:Nasty Plot,99:Sunny Day,114:Trailblaze,123:Rain Dance	Copycat,Cross Poison,Super Fang,Swagger,Toxic,Parting Shot	Field,Field	NONE	NONE	1	Archer-1	UNK	via-evolution	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[1346]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
926	1347	Fidough	NONE	base	1347	1	Fidough	1347	NONE	Dachsbun	4	at Level 26	26	NA	NA	Fairy	NONE	37	55	70	30	55	65	312	NONE	Own Tempo	NONE	Tackle:1,Growl:1,Lick:1,Tail Whip:1,Covet:7,Bite:11,Baby-Doll Eyes:15,Play Rough:18,Work Up:22,Roar:28,Double-Edge:33,Charm:36,Crunch:39,Last Resort:42	4:Roar,5:Toxic,9:Hidden Power,16:Protect,26:Return,27:Dig,41:Facade,43:Rest,68:Stomping Tantrum,81:Sleep Talk,101:Dazzling Gleam,107:Snarl,112:Play Rough	0:Work Up,74:Substitute,81:Alluring Voice,88:Thunder Fang,89:Ice Fang,90:Fire Fang,91:Body Slam,99:Sunny Day,114:Trailblaze,117:Psychic Fangs,123:Rain Dance	Copycat,Howl,Sweet Scent,Wish,Yawn	Field,Mineral	NONE	Route 21 North:wild-day:0:4-6:8|Route 21 North:wild-day:0:4-6:9	0	Brock	4	direct	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[1347]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
927	1348	Dachsbun	NONE	base	1347	2	Dachsbun	1348	Fidough	NONE	NONE	NONE	NONE	NONE	NA	Fairy	NONE	57	80	115	50	80	95	477	Aroma Veil	Well-Baked Body	NONE	Lick:1,Growl:1,Tackle:1,Tail Whip:1,Covet:7,Bite:11,Baby-Doll Eyes:15,Play Rough:18,Work Up:22,Roar:26,Double-Edge:31,Wish:36,Charm:38,Crunch:42,Last Resort:45	4:Roar,5:Toxic,9:Hidden Power,16:Protect,26:Return,27:Dig,41:Facade,43:Rest,44:Drain Kiss,68:Stomping Tantrum,81:Sleep Talk,101:Dazzling Gleam,107:Snarl,112:Play Rough,114:Body Press	0:Work Up,74:Substitute,81:Alluring Voice,88:Thunder Fang,89:Ice Fang,90:Fire Fang,91:Body Slam,99:Sunny Day,114:Trailblaze,117:Psychic Fangs,123:Rain Dance	Copycat,Howl,Sweet Scent,Wish,Yawn	Field,Mineral	NONE	NONE	0	Brock	UNK	via-evolution	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[1348]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
942	1349	Maschiff	NONE	base	1349	1	Maschiff	1349	NONE	Mabosstiff	4	at Level 23	23	NA	NA	Dark	NONE	60	78	60	40	51	51	340	Stakeout	Intimidate	Run Away	Tackle:1,Leer:1,Scary Face:1,Lick:4,Snarl:7,Hone Claws:10,Bite:14,Roar:17,Headbutt:21,Payback:25,Crunch:28,Swagger:34,Reversal:39,Jaw Lock:43,Double-Edge:47	4:Roar,5:Toxic,9:Hidden Power,11:Taunt,16:Protect,26:Return,27:Dig,41:Facade,43:Rest,45:Thief,78:Dark Pulse,81:Sleep Talk,107:Snarl,112:Play Rough	74:Substitute,88:Thunder Fang,89:Ice Fang,90:Fire Fang,91:Body Slam,99:Sunny Day,102:Hone Claws,114:Trailblaze,117:Psychic Fangs,123:Rain Dance	Destiny Bond,Endeavor,Play Rough,Retaliate	Field,Field	NONE	Route 21 North:wild-night:0:4-6:8|Route 21 North:wild-night:0:4-6:9	0	Brock	4	direct	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[1349]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
943	1350	Mabosstiff	NONE	base	1349	2	Mabosstiff	1350	Maschiff	NONE	NONE	NONE	NONE	NONE	NA	Dark	NONE	80	120	90	60	70	85	505	Stakeout	Intimidate	Defiant	Comeuppance:0,Comeuppance:1,Tackle:1,Leer:1,Scary Face:1,Lick:4,Snarl:7,Hone Claws:10,Bite:14,Roar:17,Headbutt:21,Payback:25,Crunch:30,Swagger:36,Reversal:42,Jaw Lock:46,Double-Edge:51	4:Roar,5:Toxic,9:Hidden Power,11:Taunt,16:Protect,19:Hyper Voice,26:Return,27:Dig,41:Facade,43:Rest,45:Thief,78:Dark Pulse,81:Sleep Talk,98:Wild Charge,107:Snarl,112:Play Rough	74:Substitute,88:Thunder Fang,89:Ice Fang,90:Fire Fang,91:Body Slam,99:Sunny Day,102:Hone Claws,114:Trailblaze,117:Psychic Fangs,123:Rain Dance	Destiny Bond,Endeavor,Play Rough,Retaliate	Field,Field	NONE	NONE	0	Brock	UNK	via-evolution	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[1350]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
946	1351	Bramblin	NONE	base	1351	1	Bramblin	1351	NONE	Brambleghast	4	at Level 27	27	NA	NA	Grass	Ghost	40	65	30	45	35	60	275	Wind Rider	Infiltrator	NONE	Astonish:1,Defense Curl:1,Rollout:1,Absorb:5,Rapid Spin:7,Shadow Sneak:10,Bullet Seed:13,Infestation:17,Hex:20,Mega Drain:23,Disable:27,Phantom Force:34,Giga Drain:38,Curse:42,Pain Split:44,Power Whip:47,Poltergeist:52	3:Seed Bomb,5:Toxic,8:Bullet Seed,9:Hidden Power,16:Protect,18:Giga Drain,26:Return,29:Shadow Ball,41:Facade,43:Rest,45:Thief,52:Energy Ball,66:Poltergeist,81:Sleep Talk,85:Grass Knot	27:Pain Split,72:Spikes,74:Substitute,100:Hex,101:Solar Beam,113:Phantom Force,114:Trailblaze,126:Power Whip	Beat Up,Block,Leech Seed,Shadow Sneak,Strength Sap	Grass,Grass	NONE	Viridian Forest Heart:wild-day:0:4-6:8|Viridian Forest Heart:wild-night:0:4-6:8	0	Brock	4	direct	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[1351]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
947	1352	Brambleghast	NONE	base	1351	2	Brambleghast	1352	Bramblin	NONE	NONE	NONE	NONE	NONE	NA	Grass	Ghost	55	115	70	80	70	90	480	Wind Rider	Infiltrator	NONE	Seed Bomb:0,Seed Bomb:1,Astonish:1,Defense Curl:1,Rollout:1,Absorb:5,Rapid Spin:7,Shadow Sneak:10,Bullet Seed:13,Infestation:17,Hex:20,Mega Drain:23,Disable:27,Phantom Force:34,Giga Drain:38,Curse:42,Pain Split:44,Power Whip:47,Poltergeist:58	3:Seed Bomb,5:Toxic,8:Bullet Seed,9:Hidden Power,15:Light Screen,16:Protect,18:Giga Drain,26:Return,29:Shadow Ball,32:Reflect,41:Facade,43:Rest,45:Thief,52:Energy Ball,53:Grassy Glide,66:Poltergeist,81:Sleep Talk,85:Grass Knot	27:Pain Split,72:Spikes,74:Substitute,100:Hex,101:Solar Beam,113:Phantom Force,114:Trailblaze,116:Power Gem,126:Power Whip	Beat Up,Block,Leech Seed,Shadow Sneak,Strength Sap	Grass,Grass	NONE	NONE	0	Brock	UNK	via-evolution	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[1352]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
1010	1353	Iron Leaves	NONE	base	1353	1	Iron Leaves	1353	NONE	NONE	NONE	NONE	NONE	NONE	NA	Grass	Psychic	90	130	88	70	108	104	590	Sharpness	Quark Drive	NONE	Helping Hand:1,Electric Terrain:1,Work Up:1,Quick Attack:1,Leer:1,Magical Leaf:1,Take Down:7,Retaliate:14,Quick Guard:21,Night Slash:28,Swords Dance:35,Sacred Sword:42,Leaf Blade:49,Psyblade:56,Close Combat:61,Imprison:70,Megahorn:77,Solar Blade:84	0:Close Combat,5:Toxic,8:Bullet Seed,9:Hidden Power,11:Taunt,16:Protect,18:Giga Drain,26:Return,28:Psychic,30:Brick Break,31:Aura Sphere,33:Teleport,41:Facade,43:Rest,51:Focus Blast,52:Energy Ball,53:Grassy Glide,54:Expanding Force,55:Air Slash,80:X-Scissor,81:Sleep Talk,85:Grass Knot,86:Aerial Ace,98:Wild Charge,120:Cut,125:Rock Smash	0:Work Up,20:Iron Defense,32:Calm Mind,53:Swords Dance,74:Substitute,101:Solar Beam,110:Leaf Blade,114:Trailblaze,125:Megahorn,127:Solar Blade	NONE	Undiscovered,Undiscovered	NONE	Rock Tunnel B1F:raid5:3:NA:NA	3	Surge	NA	direct	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[1353]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
1009	1354	Walking Wake	NONE	base	1354	1	Walking Wake	1354	NONE	NONE	NONE	NONE	NONE	NONE	NA	Water	Dragon	99	83	91	125	83	109	590	NONE	Protosynthesis	NONE	Aqua Jet:1,Sunny Day:1,Leer:1,Roar:1,Twister:1,Bite:7,Water Pulse:14,Noble Roar:21,Dragon Breath:28,Breaking Swipe:35,Dragon Rush:42,Hydro Steam:56,Dragon Pulse:63,Outrage:70,Flamethrower:77,Hydro Pump:84	1:Dragon Claw,2:Flip Turn,4:Roar,5:Toxic,9:Hidden Power,16:Protect,17:Hydro Pump,26:Return,34:Flamethrower,39:Low Kick,40:Liquidation,41:Facade,43:Rest,47:Hurricane,58:Dragon Pulse,71:Draco Barrage,74:Knock Off,81:Sleep Talk,82:Scald,92:Dragon Tail,107:Snarl,118:Draco Meteor,122:Surf,126:Waterfall	39:Dragon Dance,74:Substitute,90:Fire Fang,91:Body Slam,99:Sunny Day,102:Hone Claws,123:Rain Dance	NONE	Undiscovered,Undiscovered	NONE	Victory Road 2F:fixed-overworld:16:NA:NA	16	Elite-4	NA	direct	FALSE	NA	FALSE	TRUE	TRUE	data.js:species[1354]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
931	1355	Squawkabilly	White	other	1355	1	Squawkabilly-White	1355	NONE	NONE	NONE	NONE	NONE	NONE	NA	Normal	Flying	82	96	51	45	51	92	417	Sheer Force	Intimidate	Hustle	Growl:1,Peck:1,Mimic:1,Quick Attack:6,Torment:10,Aerial Ace:13,Fury Attack:17,Taunt:20,Uproar:24,Copycat:27,Fly:30,Facade:34,Swagger:38,Brave Bird:42,Roost:47,Reversal:52	5:Toxic,6:Heat Wave,9:Hidden Power,11:Taunt,16:Protect,19:Hyper Voice,26:Return,41:Facade,42:Defog,43:Rest,45:Thief,47:Hurricane,50:Roost,55:Air Slash,81:Sleep Talk,86:Aerial Ace,87:Pluck,88:U-turn,99:Dual Wingbeat,105:Acrobatics,116:Brave Bird,121:Fly	7:Uproar,28:Tailwind,41:Foul Play,74:Substitute,99:Sunny Day	Double-Edge,Final Gambit,Flatter,Parting Shot	Flying,Flying	NONE	Route 25:wild-night:2:16-18:8	2	Misty	16	direct	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[1355]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
901	1356	Ursaluna	Bloodmoon	other	1356	1	Ursaluna-Bloodmoon	UNK	NONE	NONE	NONE	NONE	NONE	NONE	NA	Normal	Ground	113	70	120	140	65	52	560	NONE	Scrappy	NONE	Headlong Rush:0,Headlong Rush:1,Baby-Doll Eyes:1,Covet:1,Scratch:1,Lick:1,Moonlight:1,Fury Swipes:8,Payback:13,Harden:17,Slash:22,Play Nice:25,Scary Face:35,Rest:41,Snore:41,Earth Power:48,Moonblast:56,Thrash:58,Hammer Arm:64,Blood Moon:70	0:Close Combat,3:Seed Bomb,4:Roar,5:Toxic,9:Hidden Power,11:Taunt,16:Protect,19:Hyper Voice,25:Earthquake,26:Return,27:Dig,30:Brick Break,31:Aura Sphere,36:High Horsepower,38:Rock Tomb,39:Low Kick,41:Facade,43:Rest,45:Thief,51:Focus Blast,64:Shadow Claw,68:Stomping Tantrum,70:Stone Edge,75:Earth Power,76:Thunder Punch,79:Rock Slide,81:Sleep Talk,89:Gunk Shot,95:Bulldoze,97:Fire Punch,100:Ice Punch,107:Snarl,110:Vacuum Wave,114:Body Press	32:Calm Mind,53:Swords Dance,74:Substitute,91:Body Slam,99:Sunny Day,114:Trailblaze,120:Focus Punch,123:Rain Dance	NONE	Field,Field	NONE	Cinnabar Island Lab Testing Room:fixed-trade:10:NA:NA|Pokemon Tower 8F:wild-day:17:84-85:2|Pokemon Tower 8F:wild-day:17:84-85:3|Pokemon Tower 8F:wild-night:17:84-85:2|Pokemon Tower 8F:wild-night:17:84-85:3	10	May	NA	direct	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[1356]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
1017	1357	Ogerpon	NONE	base	1357	1	Ogerpon	UNK	NONE	Ogerpon,Ogerpon,Ogerpon	254,254,254	with the evo[3] === 2 ? 'move ' + moves[621].name : items[621].name,with the evo[3] === 2 ? 'move ' + moves[622].name : items[622].name,with the evo[3] === 2 ? 'move ' + moves[623].name : items[623].name	621,622,623	Cornerstone Mask,Hearthflame Mask,Wellspring Mask	UNK	Grass	NONE	80	120	84	60	96	110	550	NONE	Defiant	NONE	Follow Me:1,Double Kick:1,Counter:1,Retaliate:1,Leech Seed:1,Quick Attack:1,Vine Whip:1,Focus Energy:6,Growth:12,Slam:18,Low Sweep:24,Ivy Cudgel:30,Throat Chop:36,Synthesis:42,Spiky Shield:48,Horn Leech:52,Power Whip:54,Superpower:60,Wood Hammer:66	3:Seed Bomb,5:Toxic,7:Zen Headbutt,8:Bullet Seed,9:Hidden Power,11:Taunt,16:Protect,18:Giga Drain,26:Return,30:Brick Break,38:Rock Tomb,39:Low Kick,41:Facade,43:Rest,52:Energy Ball,53:Grassy Glide,68:Stomping Tantrum,74:Knock Off,77:Low Sweep,81:Sleep Talk,85:Grass Knot,88:U-turn,108:Superpower,112:Play Rough	53:Swords Dance,72:Spikes,74:Substitute,99:Sunny Day,101:Solar Beam,109:Sandstorm,114:Trailblaze,123:Rain Dance,126:Power Whip,127:Solar Blade	NONE	Undiscovered,Undiscovered	NONE	Celadon City Gym:fixed-gift:9:NA:NA	9	Koga	NA	direct	FALSE	NA	FALSE	TRUE	TRUE	data.js:species[1357]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
1017	1358	Ogerpon	Wellspring	other	1358	1	Ogerpon-Wellspring	UNK	NONE	NONE	NONE	NONE	NONE	NONE	NA	Grass	Water	80	120	84	60	96	110	550	NONE	Water Absorb	NONE	Follow Me:1,Double Kick:1,Counter:1,Retaliate:1,Leech Seed:1,Quick Attack:1,Vine Whip:1,Focus Energy:6,Growth:12,Slam:18,Low Sweep:24,Ivy Cudgel:30,Throat Chop:36,Synthesis:42,Spiky Shield:48,Horn Leech:52,Power Whip:54,Superpower:60,Wood Hammer:66	3:Seed Bomb,5:Toxic,7:Zen Headbutt,8:Bullet Seed,9:Hidden Power,11:Taunt,16:Protect,18:Giga Drain,26:Return,30:Brick Break,38:Rock Tomb,39:Low Kick,41:Facade,43:Rest,52:Energy Ball,53:Grassy Glide,68:Stomping Tantrum,74:Knock Off,77:Low Sweep,81:Sleep Talk,85:Grass Knot,88:U-turn,108:Superpower,112:Play Rough	53:Swords Dance,72:Spikes,74:Substitute,99:Sunny Day,101:Solar Beam,109:Sandstorm,114:Trailblaze,123:Rain Dance,126:Power Whip,127:Solar Blade	NONE	Undiscovered,Undiscovered	NONE	NONE	10	May	UNK	via-mega-stone	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[1358]	Measured	gate = max(base form 9, Wellspring Mask 10, Mega Ring 8); derived: bst, evo_stage, earliest_gate, earliest_level, flags
1017	1359	Ogerpon	Hearthflame	other	1359	1	Ogerpon-Hearthflame	UNK	NONE	NONE	NONE	NONE	NONE	NONE	NA	Grass	Fire	80	120	84	60	96	110	550	NONE	Mold Breaker	NONE	Follow Me:1,Double Kick:1,Counter:1,Retaliate:1,Leech Seed:1,Quick Attack:1,Vine Whip:1,Focus Energy:6,Growth:12,Slam:18,Low Sweep:24,Ivy Cudgel:30,Throat Chop:36,Synthesis:42,Spiky Shield:48,Horn Leech:52,Power Whip:54,Superpower:60,Wood Hammer:66	3:Seed Bomb,5:Toxic,7:Zen Headbutt,8:Bullet Seed,9:Hidden Power,11:Taunt,16:Protect,18:Giga Drain,26:Return,30:Brick Break,38:Rock Tomb,39:Low Kick,41:Facade,43:Rest,52:Energy Ball,53:Grassy Glide,68:Stomping Tantrum,74:Knock Off,77:Low Sweep,81:Sleep Talk,85:Grass Knot,88:U-turn,108:Superpower,112:Play Rough	53:Swords Dance,72:Spikes,74:Substitute,99:Sunny Day,101:Solar Beam,109:Sandstorm,114:Trailblaze,123:Rain Dance,126:Power Whip,127:Solar Blade	NONE	Undiscovered,Undiscovered	NONE	NONE	15	Brendan	UNK	via-mega-stone	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[1359]	Measured	gate = max(base form 9, Hearthflame Mask 15, Mega Ring 8); derived: bst, evo_stage, earliest_gate, earliest_level, flags
1017	1360	Ogerpon	Cornerstone	other	1360	1	Ogerpon-Cornerstone	UNK	NONE	NONE	NONE	NONE	NONE	NONE	NA	Grass	Rock	80	120	84	60	96	110	550	NONE	Sturdy	NONE	Follow Me:1,Double Kick:1,Counter:1,Retaliate:1,Leech Seed:1,Quick Attack:1,Vine Whip:1,Focus Energy:6,Growth:12,Slam:18,Low Sweep:24,Ivy Cudgel:30,Throat Chop:36,Synthesis:42,Spiky Shield:48,Horn Leech:52,Power Whip:54,Superpower:60,Wood Hammer:66	3:Seed Bomb,5:Toxic,7:Zen Headbutt,8:Bullet Seed,9:Hidden Power,11:Taunt,16:Protect,18:Giga Drain,26:Return,30:Brick Break,38:Rock Tomb,39:Low Kick,41:Facade,43:Rest,52:Energy Ball,53:Grassy Glide,68:Stomping Tantrum,74:Knock Off,77:Low Sweep,81:Sleep Talk,85:Grass Knot,88:U-turn,108:Superpower,112:Play Rough	53:Swords Dance,72:Spikes,74:Substitute,99:Sunny Day,101:Solar Beam,109:Sandstorm,114:Trailblaze,123:Rain Dance,126:Power Whip,127:Solar Blade	NONE	Undiscovered,Undiscovered	NONE	NONE	10	May	UNK	via-mega-stone	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[1360]	Measured	gate = max(base form 9, Cornerstone Mask 10, Mega Ring 8); derived: bst, evo_stage, earliest_gate, earliest_level, flags
1012	1361	Poltchageist	NONE	base	1361	1	Poltchageist	UNK	NONE	Sinistcha	7	with a items[98].name98 !== 101 ? '' : evo[3] === 254 ? ' (Female)' : ' (Male)'	98	Leaf Stone	UNK	Ghost	Grass	40	45	45	74	54	50	308	NONE	Heatproof	NONE	Astonish:1,Stun Spore:1,Absorb:1,Magical Leaf:6,Life Dew:12,Hex:15,Mega Drain:18,Foul Play:24,Rage Powder:30,Giga Drain:36,Shadow Ball:42,Withdraw:44,Memento:48,Leaf Storm:54	5:Toxic,9:Hidden Power,16:Protect,18:Giga Drain,26:Return,29:Shadow Ball,32:Reflect,41:Facade,43:Rest,52:Energy Ball,60:Will-O-Wisp,66:Poltergeist,81:Sleep Talk,82:Scald,115:Trick Room	20:Iron Defense,27:Pain Split,32:Calm Mind,41:Foul Play,74:Substitute,76:Nasty Plot,100:Hex,101:Solar Beam,113:Phantom Force	NONE	Mineral,Amorphous	NONE	Pewter City:wild-night:0:7-9:7	0	Brock	7	direct	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[1361]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
1013	1362	Sinistcha	NONE	base	1361	2	Sinistcha	UNK	Poltchageist	NONE	NONE	NONE	NONE	NONE	NA	Ghost	Grass	71	60	106	121	80	70	508	NONE	Heatproof	NONE	Matcha Gotcha:0,Matcha Gotcha:1,Astonish:1,Stun Spore:1,Magical Leaf:6,Life Dew:12,Hex:15,Mega Drain:18,Foul Play:24,Rage Powder:30,Giga Drain:36,Shadow Ball:42,Withdraw:44,Memento:48,Leaf Storm:54,Strength Sap:60	5:Toxic,9:Hidden Power,16:Protect,18:Giga Drain,26:Return,29:Shadow Ball,32:Reflect,41:Facade,43:Rest,52:Energy Ball,60:Will-O-Wisp,66:Poltergeist,81:Sleep Talk,82:Scald,115:Trick Room	20:Iron Defense,27:Pain Split,32:Calm Mind,41:Foul Play,74:Substitute,76:Nasty Plot,100:Hex,101:Solar Beam,113:Phantom Force	NONE	Mineral,Amorphous	NONE	Pokemon Tower 8F:wild-day:17:83-85:9|Pokemon Tower 8F:wild-night:17:83-85:9	0	Brock	NA	via-evolution	FALSE	NA	TRUE	FALSE	FALSE	data.js:species[1362]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
1011	1363	Dipplin	NONE	base	1132	2	Dipplin	UNK	Applin	Hydrapple	4	at Level 44	44	NA	NA	Grass	Dragon	80	80	110	95	80	40	485	NONE	Sticky Hold	Gluttony	Double Hit:0,Double Hit:1,Infestation:1,Astonish:1,Recycle:1,Sweet Scent:1,Withdraw:1,Dragon Tail:4,Growth:8,Dragon Breath:12,Protect:16,Bullet Seed:20,Dragon Pulse:32,Recover:36,Energy Ball:40,Substitute:44	3:Seed Bomb,5:Toxic,8:Bullet Seed,9:Hidden Power,16:Protect,18:Giga Drain,26:Return,32:Reflect,41:Facade,43:Rest,52:Energy Ball,53:Grassy Glide,58:Dragon Pulse,71:Draco Barrage,73:Gyro Ball,81:Sleep Talk,85:Grass Knot,92:Dragon Tail,118:Draco Meteor	13:Bug Bite,74:Substitute,91:Body Slam,99:Sunny Day,101:Solar Beam	Defense Curl,Recycle,Rollout,Sucker Punch	Grass,Dragon	NONE	NONE	0	Brock	UNK	via-evolution	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[1363]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
1016	1364	Fezandipiti	NONE	base	1364	1	Fezandipiti	UNK	NONE	NONE	NONE	NONE	NONE	NONE	NA	Poison	Fairy	88	70	82	91	125	99	555	Technician	Toxic Chain	NONE	Disarm Cry:1,Double Kick:1,Peck:1,Poison Gas:1,Quick Attack:8,Attract:16,Wing Attack:24,Cross Poison:32,Clear Smog:36,Beat Up:40,Flatter:44,Swagger:44,Roost:48,Moonblast:52	5:Toxic,6:Heat Wave,9:Hidden Power,11:Taunt,15:Light Screen,16:Protect,20:Icy Wind,26:Return,29:Shadow Ball,35:Sludge Bomb,41:Facade,42:Defog,43:Rest,44:Drain Kiss,45:Thief,47:Hurricane,50:Roost,55:Air Slash,62:Venoshock,64:Shadow Claw,78:Dark Pulse,81:Sleep Talk,83:Poison Jab,86:Aerial Ace,87:Pluck,88:U-turn,89:Gunk Shot,99:Dual Wingbeat,101:Dazzling Gleam,102:Sludge Wave,105:Acrobatics,112:Play Rough,116:Brave Bird,121:Fly	28:Tailwind,32:Calm Mind,53:Swords Dance,74:Substitute,76:Nasty Plot,81:Alluring Voice,86:Tail Slap,100:Hex	NONE	Undiscovered,Undiscovered	NONE	Safari Zone Moltres' Den:raid3:10:NA:NA	10	May	NA	direct	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[1364]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
1015	1365	Munkidori	NONE	base	1365	1	Munkidori	UNK	NONE	NONE	NONE	NONE	NONE	NONE	NA	Poison	Psychic	88	75	66	130	90	106	555	Frisk	Toxic Chain	NONE	Confusion:1,Fake Out:1,Flatter:1,Scratch:1,Helping Hand:8,Psybeam:16,Clear Smog:24,Poison Jab:32,Psychic Noise:36,Sludge Wave:40,Nasty Plot:44,Future Sight:48,Parting Shot:52	5:Toxic,9:Hidden Power,11:Taunt,15:Light Screen,16:Protect,26:Return,28:Psychic,29:Shadow Ball,31:Aura Sphere,33:Teleport,35:Sludge Bomb,41:Facade,43:Rest,45:Thief,51:Focus Blast,62:Venoshock,64:Shadow Claw,66:Poltergeist,81:Sleep Talk,83:Poison Jab,84:Future Sight,85:Grass Knot,88:U-turn,89:Gunk Shot,102:Sludge Wave,103:Psyshock,104:Psychic Noise	32:Calm Mind,74:Substitute,76:Nasty Plot,97:Stored Power,100:Hex,112:Mystical Fire,114:Trailblaze	NONE	Undiscovered,Undiscovered	NONE	Safari Zone Moltres' Den:raid3:10:NA:NA	10	May	NA	direct	FALSE	NA	FALSE	FALSE	FALSE	data.js:species[1365]	Measured	derived: bst, evo_stage, earliest_gate, earliest_level, flags
